country,year,children,child_mortality,income,life,population,continent
Tanzania,1978,6.71,183.0,1740.0,55.2,17400000,Africa
Thailand,1978,3.81,66.7,3440.0,66.2,45400000,Asia
Togo,1978,7.27,185.0,1820.0,55.3,2580000,Africa
Tonga,1978,5.51,32.1,2000.0,68.3,91300,Oceania
Trinidad and Tobago,1978,3.27,42.1,13700.0,68.3,1050000,North America
Tunisia,1978,5.57,109.0,4530.0,64.9,6060000,Africa
Turkey,1978,4.65,141.0,8210.0,61.5,42000000,Asia
Turkmenistan,1978,5.49,132.0,9910.0,62.4,2730000,Asia
Tuvalu,1978,,70.6,2780.0,,7020,Oceania
US,1978,1.75,16.3,29200.0,73.6,225000000,North America
Uganda,1978,7.1,211.0,986.0,49.7,11700000,Africa
Ukraine,1978,1.99,28.3,10100.0,69.3,49500000,Europe
United Arab Emirates,1978,5.72,43.5,140000.0,68.3,835000,Asia
United Kingdom,1978,1.73,15.7,20500.0,73.2,56200000,Europe
Uruguay,1978,2.85,48.4,9160.0,69.8,2880000,South America
Uzbekistan,1978,5.4,127.0,4420.0,67.1,15100000,Asia
Vanuatu,1978,5.72,77.0,2280.0,60.5,109000,Oceania
Venezuela,1978,4.39,47.8,19500.0,68.8,14400000,South America
Vietnam,1978,5.42,71.5,1160.0,64.5,52000000,Asia
Yemen,1978,8.61,233.0,3510.0,51.5,7410000,Asia
Zambia,1978,7.22,155.0,2850.0,56.3,5470000,Africa
Zimbabwe,1978,7.27,111.0,2350.0,56.0,6930000,Africa
Afghanistan,1979,7.45,250.0,2030.0,44.4,13400000,Asia
Albania,1979,3.73,87.7,4160.0,71.5,2630000,Europe
Algeria,1979,6.96,162.0,11300.0,62.5,18600000,Africa
Andorra,1979,,17.5,32500.0,78.1,34800,Europe
Angola,1979,7.54,241.0,5080.0,47.5,8060000,Africa
Antigua and Barbuda,1979,2.16,45.9,7980.0,70.5,61900,North America
Argentina,1979,3.37,46.8,14500.0,69.6,27500000,South America
Armenia,1979,2.42,76.0,4100.0,69.2,3050000,Europe
Australia,1979,1.92,13.6,24700.0,74.1,14400000,Oceania
Austria,1979,1.6,17.1,24400.0,72.7,7620000,Europe
Azerbaijan,1979,3.61,111.0,8670.0,66.7,6050000,Europe
Bahamas,1979,2.99,29.9,26600.0,68.4,206000,North America
Bahrain,1979,5.04,34.4,36400.0,70.6,343000,Asia
Bangladesh,1979,6.48,203.0,1170.0,53.6,77500000,Asia
Barbados,1979,2.06,28.6,11600.0,72.5,251000,North America
Belarus,1979,2.08,21.5,7080.0,71.1,9500000,Europe
Belgium,1979,1.66,15.2,24000.0,73.1,9850000,Europe
Belize,1979,5.99,67.1,4010.0,69.5,141000,North America
Benin,1979,7.02,219.0,1290.0,50.8,3620000,Africa
Bhutan,1979,6.6,202.0,1170.0,52.9,395000,Asia
Bolivia,1979,5.63,173.0,4470.0,55.3,5460000,South America
Bosnia and Herzegovina,1979,2.18,39.9,3690.0,70.7,4140000,Europe
Botswana,1979,6.29,75.9,3510.0,60.3,865000,Africa
Brazil,1979,4.17,101.0,10100.0,64.6,118000000,South America
Brunei,1979,4.43,22.9,166000.0,66.6,188000,Asia
Bulgaria,1979,2.14,24.9,10600.0,71.5,8850000,Europe
Burkina,1979,7.09,246.0,771.0,47.9,6670000,Africa
Burma (Myanmar),1979,5.02,143.0,795.0,52.0,33500000,Asia
Burundi,1979,7.42,234.0,919.0,46.8,4050000,Africa
CZ,1979,2.25,21.1,16700.0,70.4,10300000,Europe
Cambodia,1979,5.71,206.0,813.0,24.1,6770000,Asia
Cameroon,1979,6.58,184.0,2670.0,54.5,8370000,Africa
Canada,1979,1.69,13.3,27100.0,74.9,24200000,North America
Cape Verde,1979,6.47,92.5,1400.0,67.2,280000,Africa
Central African Republic,1979,5.95,189.0,1290.0,48.3,2140000,Africa
Chad,1979,6.93,241.0,909.0,51.4,4420000,Africa
Chile,1979,2.83,36.7,7430.0,69.0,11300000,South America
China,1979,2.8,66.0,1060.0,65.6,986000000,Asia
Colombia,1979,4.07,61.6,6670.0,68.3,26300000,South America
Comoros,1979,7.13,181.0,2040.0,53.7,297000,Africa
Congo,1979,6.27,111.0,3950.0,52.3,1730000,Africa
Costa Rica,1979,3.62,25.4,7940.0,74.1,2330000,North America
Croatia,1979,2.01,25.2,19000.0,70.6,4580000,Europe
Cuba,1979,1.99,23.2,6090.0,74.1,9790000,North America
Cyprus,1979,2.33,22.4,12300.0,74.0,680000,Europe
Denmark,1979,1.6,10.3,27800.0,74.2,5120000,Europe
Djibouti,1979,6.52,159.0,3510.0,59.6,336000,Africa
Dominica,1979,,19.9,3150.0,72.0,75000,North America
Dominican Republic,1979,4.55,90.4,5190.0,69.1,5670000,North America
East Timor,1979,4.61,237.0,1580.0,45.7,602000,Asia
Ecuador,1979,4.85,96.3,7660.0,67.8,7780000,South America
Egypt,1979,5.64,177.0,4740.0,57.3,42300000,Africa
El Salvador,1979,5.24,112.0,5680.0,65.2,4510000,North America
Equatorial Guinea,1979,5.82,218.0,2890.0,44.4,242000,Africa
Eritrea,1979,6.66,194.0,1230.0,45.3,1680000,Africa
Estonia,1979,2.06,22.6,11700.0,69.0,1460000,Europe
Ethiopia,1979,7.27,241.0,759.0,44.5,34500000,Africa
Fiji,1979,3.94,46.5,5330.0,67.4,622000,Oceania
Finland,1979,1.64,9.21,20700.0,73.4,4770000,Europe
France,1979,1.85,12.8,24300.0,74.3,53600000,Europe
Gabon,1979,5.66,122.0,20900.0,57.9,709000,Africa
Gambia,1979,6.34,238.0,1470.0,56.8,617000,Africa
Georgia,1979,2.34,61.4,7760.0,69.0,4990000,Europe
Germany,1979,1.48,16.0,27800.0,73.0,78400000,Europe
Ghana,1979,6.61,169.0,2070.0,57.8,10800000,Africa
Greece,1979,2.34,20.9,17900.0,77.4,9520000,Europe
Grenada,1979,4.27,37.1,4470.0,68.7,88600,North America
Guatemala,1979,6.4,127.0,6150.0,57.6,7110000,North America
Guinea,1979,6.5,289.0,1280.0,47.6,4780000,Africa
Guinea-Bissau,1979,6.4,261.0,1770.0,46.0,775000,Africa
Guyana,1979,3.92,70.7,3790.0,64.2,776000,South America
Haiti,1979,5.97,194.0,2630.0,50.2,5520000,North America
Honduras,1979,6.43,99.4,3790.0,65.1,3570000,North America
Hungary,1979,2.12,25.2,16100.0,69.4,10700000,Europe
Iceland,1979,2.36,10.3,23500.0,76.3,226000,Europe
India,1979,4.89,174.0,1260.0,54.4,683000000,Asia
Indonesia,1979,4.56,125.0,3190.0,58.9,144000000,Asia
Iran,1979,6.42,115.0,17000.0,67.2,37200000,Asia
Iraq,1979,6.66,75.3,37400.0,64.4,13300000,Asia
Ireland,1979,3.11,15.6,15900.0,72.3,3340000,Europe
Israel,1979,3.35,19.0,16300.0,74.8,3630000,Asia
Italy,1979,1.76,17.0,24000.0,74.1,56200000,Europe
Jamaica,1979,3.84,42.2,6450.0,72.3,2130000,North America
Japan,1979,1.81,10.5,21200.0,76.3,117000000,Asia
Jordan,1979,7.33,57.9,7070.0,65.6,2300000,Asia
Kazakhstan,1979,3.16,71.8,13200.0,66.4,14600000,Asia
Kenya,1979,7.54,114.0,2250.0,61.8,15800000,Africa
Kiribati,1979,5.07,121.0,4220.0,59.2,58500,Oceania
"Korea, North",1979,2.82,44.9,2260.0,70.8,17200000,Asia
"Korea, South",1979,2.7,37.9,5810.0,67.2,37500000,Asia
Kuwait,1979,5.45,38.9,115000.0,70.6,1300000,Asia
Kyrgyzstan,1979,4.45,102.0,3990.0,63.9,3540000,Asia
Laos,1979,6.23,210.0,1120.0,46.9,3210000,Asia
Latvia,1979,1.92,20.8,12200.0,69.1,2510000,Europe
Lebanon,1979,4.09,51.5,8550.0,53.8,2590000,Asia
Lesotho,1979,5.63,130.0,1110.0,58.4,1300000,Africa
Liberia,1979,6.96,246.0,1450.0,50.4,1790000,Africa
Libya,1979,7.41,74.5,42700.0,70.0,3100000,Africa
Liechtenstein,1979,,24.0,,,25500,Europe
Lithuania,1979,2.07,21.1,13600.0,70.7,3410000,Europe
Luxembourg,1979,1.46,13.9,33100.0,72.6,363000,Europe
Macedonia,1979,2.51,62.1,10600.0,70.7,1900000,Europe
Madagascar,1979,6.81,171.0,2220.0,54.5,8470000,Africa
Malawi,1979,7.64,262.0,913.0,48.7,6080000,Africa
Malaysia,1979,4.12,32.5,6860.0,68.3,13500000,Asia
Maldives,1979,7.01,159.0,2840.0,49.0,153000,Asia
Mali,1979,7.15,306.0,1320.0,44.2,6960000,Africa
Malta,1979,2.06,17.6,9980.0,72.0,329000,Europe
Marshall Islands,1979,,66.3,2350.0,62.1,29400,Oceania
Mauritania,1979,6.5,169.0,2970.0,56.5,1500000,Africa
Mauritius,1979,2.82,42.8,5290.0,66.0,953000,Africa
Mexico,1979,5.06,76.8,12300.0,66.2,66100000,North America
Micronesia,1979,6.31,59.6,2670.0,61.9,70500,Oceania
Moldova,1979,2.46,51.7,6800.0,65.6,3980000,Europe
Monaco,1979,,9.5,35400.0,,26400,Europe
Mongolia,1979,6.4,167.0,3930.0,57.5,1650000,Asia
Montenegro,1979,2.27,30.4,17300.0,72.6,575000,Europe
Morocco,1979,5.78,139.0,3310.0,59.8,19500000,Africa
Mozambique,1979,6.5,264.0,401.0,49.6,11300000,Africa
Namibia,1979,6.52,103.0,6690.0,59.4,1040000,Africa
Nauru,1979,,79.1,43800.0,,7630,Oceania
Nepal,1979,5.76,215.0,1030.0,52.6,14700000,Asia
Netherlands,1979,1.56,11.2,27000.0,75.6,14100000,Europe
New Zealand,1979,2.24,16.1,21100.0,72.5,3140000,Oceania
Nicaragua,1979,6.23,115.0,4610.0,59.5,3170000,North America
Niger,1979,7.81,323.0,1270.0,43.0,5820000,Africa
Nigeria,1979,6.78,218.0,3790.0,55.0,71400000,Africa
Norway,1979,1.75,10.4,37100.0,75.3,4070000,Europe
Oman,1979,8.23,121.0,22100.0,59.9,1090000,Asia
Pakistan,1979,6.56,166.0,2110.0,59.3,75600000,Asia
Palau,1979,,41.7,32100.0,,12200,Oceania
Panama,1979,4.0,44.8,6610.0,74.2,1930000,North America
Papua New Guinea,1979,5.77,110.0,2360.0,53.8,3480000,Oceania
Paraguay,1979,5.18,67.0,6350.0,71.6,3100000,South America
Peru,1979,5.17,129.0,7210.0,64.5,17100000,South America
Philippines,1979,5.29,80.3,4280.0,65.4,46100000,Asia
Poland,1979,2.27,24.6,11800.0,71.1,35200000,Europe
Portugal,1979,2.39,29.7,14000.0,71.1,9660000,Europe
Qatar,1979,5.94,37.9,153000.0,67.3,205000,Asia
Romania,1979,2.45,36.8,11000.0,69.5,22500000,Europe
Russian Federation,1979,1.87,28.1,19500.0,67.6,137000000,Asia
Rwanda,1979,8.46,234.0,965.0,49.3,4980000,Africa
Saint Kitts and Nevis,1979,,52.6,7750.0,,43500,North America
Saint Lucia,1979,4.89,33.1,5650.0,67.3,116000,North America
Saint Vincent and the Grenadines,1979,4.15,58.8,3480.0,69.0,99600,North America
Samoa,1979,6.32,56.3,4150.0,68.8,155000,Oceania
San Marino,1979,,23.0,38700.0,,21100,Europe
Sao Tome and Principe,1979,6.43,90.1,3250.0,63.1,93500,Africa
Saudi Arabia,1979,7.25,101.0,61200.0,70.1,9140000,Asia
Senegal,1979,7.31,212.0,2290.0,52.6,5440000,Africa
Serbia,1979,2.36,43.4,16800.0,69.9,8830000,Europe
Seychelles,1979,4.02,33.7,11400.0,71.2,65100,Africa
Sierra Leone,1979,6.68,290.0,1340.0,47.6,3310000,Africa
Singapore,1979,1.74,15.0,18000.0,72.0,2370000,Asia
Slovakia,1979,2.41,26.9,12800.0,70.6,4950000,Europe
Slovenia,1979,2.11,18.4,21300.0,70.6,1820000,Europe
Solomon Islands,1979,6.87,56.0,1470.0,58.5,223000,Oceania
Somalia,1979,7.0,208.0,869.0,50.3,5890000,Africa
South Africa,1979,4.93,97.1,10600.0,60.3,27800000,Africa
South Sudan,1979,6.87,297.0,2550.0,50.6,4370000,Africa
Spain,1979,2.36,16.0,16600.0,74.8,37400000,Europe
Sri Lanka,1979,3.49,53.5,2610.0,66.3,14800000,Asia
Sudan,1979,6.85,147.0,2230.0,54.8,14000000,Africa
Suriname,1979,4.04,63.0,11100.0,64.5,359000,South America
Swaziland,1979,6.69,121.0,4420.0,57.1,568000,Africa
Sweden,1979,1.66,8.73,25500.0,75.7,8300000,Europe
Switzerland,1979,1.52,10.8,41100.0,75.9,6290000,Europe
Syria,1979,7.2,64.0,4450.0,67.5,8630000,Asia
Tajikistan,1979,5.77,130.0,4830.0,63.0,3790000,Asia
Tanzania,1979,6.69,180.0,1710.0,55.6,18000000,Africa
Thailand,1979,3.59,63.5,3550.0,66.3,46400000,Asia
Togo,1979,7.25,181.0,1860.0,55.7,2640000,Africa
Tonga,1979,5.54,30.8,2020.0,68.2,92300,Oceania
Trinidad and Tobago,1979,3.28,40.8,14100.0,68.5,1070000,North America
Tunisia,1979,5.41,102.0,4720.0,65.7,6210000,Africa
Turkey,1979,4.53,135.0,8030.0,61.9,43000000,Asia
Turkmenistan,1979,5.33,127.0,9590.0,62.9,2810000,Asia
Tuvalu,1979,,67.9,2820.0,,7360,Oceania
US,1979,1.8,15.6,29900.0,73.9,227000000,North America
Uganda,1979,7.1,214.0,852.0,49.7,12100000,Africa
Ukraine,1979,1.99,27.7,10100.0,69.1,49700000,Europe
United Arab Emirates,1979,5.6,39.2,156000.0,68.8,932000,Asia
United Kingdom,1979,1.72,14.9,21100.0,73.4,56200000,Europe
Uruguay,1979,2.79,44.1,9620.0,70.1,2900000,South America
Uzbekistan,1979,5.25,125.0,4220.0,67.3,15500000,Asia
Vanuatu,1979,5.65,72.9,2310.0,60.8,113000,Oceania
Venezuela,1979,4.3,45.9,19100.0,69.2,14800000,South America
Vietnam,1979,5.23,69.8,1150.0,63.8,53100000,Asia
Yemen,1979,8.69,221.0,3600.0,52.4,7670000,Asia
Zambia,1979,7.16,156.0,2680.0,56.4,5660000,Africa
Zimbabwe,1979,7.2,110.0,2330.0,56.5,7160000,Africa
Afghanistan,1980,7.45,244.0,2020.0,44.1,13400000,Asia
Albania,1980,3.62,80.8,4190.0,71.7,2680000,Europe
Algeria,1980,6.79,149.0,11200.0,62.8,19200000,Africa
Andorra,1980,,16.8,32100.0,78.2,36100,Europe
Angola,1980,7.5,238.0,5110.0,47.6,8340000,Africa
Antigua and Barbuda,1980,2.12,44.8,8560.0,71.1,61900,North America
Argentina,1980,3.33,42.8,14500.0,70.1,27900000,South America
Armenia,1980,2.39,72.9,4020.0,69.4,3100000,Europe
Australia,1980,1.9,13.0,24800.0,74.4,14600000,Oceania
Austria,1980,1.65,16.3,25000.0,72.8,7610000,Europe
Azerbaijan,1980,3.5,111.0,8670.0,66.7,6150000,Europe
Bahamas,1980,2.99,29.5,27700.0,68.6,211000,North America
Bahrain,1980,4.92,32.2,37800.0,71.1,360000,Asia
Bangladesh,1980,6.36,199.0,1150.0,54.0,79600000,Asia
Barbados,1980,2.0,27.0,12200.0,72.9,252000,North America
Belarus,1980,2.08,21.1,7090.0,71.0,9570000,Europe
Belgium,1980,1.63,14.5,25100.0,73.3,9870000,Europe
Belize,1980,5.85,64.5,4110.0,69.6,144000,North America
Benin,1980,7.03,215.0,1370.0,51.3,3720000,Africa
Bhutan,1980,6.55,194.0,1190.0,53.3,407000,Asia
Bolivia,1980,5.52,168.0,4330.0,55.9,5580000,South America
Bosnia and Herzegovina,1980,2.12,37.7,3750.0,71.0,4180000,Europe
Botswana,1980,6.21,71.6,3770.0,60.8,898000,Africa
Brazil,1980,4.07,96.3,10800.0,64.9,121000000,South America
Brunei,1980,4.25,20.0,149000.0,67.0,194000,Asia
Bulgaria,1980,2.11,23.9,10200.0,71.5,8880000,Europe
Burkina,1980,7.13,239.0,765.0,48.4,6820000,Africa
Burma (Myanmar),1980,4.92,140.0,838.0,52.4,34200000,Asia
Burundi,1980,7.42,225.0,865.0,47.0,4160000,Africa
CZ,1980,2.18,21.6,17000.0,70.2,10300000,Europe
Cambodia,1980,5.87,180.0,811.0,52.8,6690000,Asia
Cameroon,1980,6.63,180.0,2860.0,54.9,8620000,Africa
Canada,1980,1.67,12.5,27100.0,75.2,24400000,North America
Cape Verde,1980,6.38,89.5,1430.0,67.6,284000,Africa
Central African Republic,1980,5.95,186.0,1200.0,48.6,2200000,Africa
Chad,1980,6.96,239.0,863.0,51.4,4510000,Africa
Chile,1980,2.78,33.0,7910.0,69.9,11400000,South America
China,1980,2.32,62.5,1080.0,65.8,1000000000,Asia
Colombia,1980,3.97,57.7,6800.0,69.0,26900000,South America
Comoros,1980,7.13,175.0,2160.0,54.0,308000,Africa
Congo,1980,6.21,109.0,4320.0,52.8,1780000,Africa
Costa Rica,1980,3.59,23.7,7870.0,74.5,2390000,North America
Croatia,1980,2.0,24.4,19300.0,70.8,4600000,Europe
Cuba,1980,1.89,22.1,5980.0,74.1,9850000,North America
Cyprus,1980,2.35,20.8,12900.0,73.8,685000,Europe
Denmark,1980,1.55,9.97,27700.0,74.2,5120000,Europe
Djibouti,1980,6.44,154.0,3540.0,60.0,359000,Africa
Dominica,1980,,18.4,3630.0,74.0,75300,North America
Dominican Republic,1980,4.42,87.2,5370.0,70.3,5800000,North America
East Timor,1980,4.77,236.0,1650.0,48.8,600000,Asia
Ecuador,1980,4.73,91.9,7800.0,68.3,7990000,South America
Egypt,1980,5.6,168.0,5060.0,58.0,43300000,Africa
El Salvador,1980,5.1,107.0,5110.0,65.8,4590000,North America
Equatorial Guinea,1980,5.84,213.0,2570.0,48.7,250000,Africa
Eritrea,1980,6.68,191.0,1250.0,45.6,1730000,Africa
Estonia,1980,2.06,22.5,11900.0,69.2,1470000,Europe
Ethiopia,1980,7.32,239.0,780.0,44.9,35100000,Africa
Fiji,1980,3.91,44.3,5130.0,67.1,635000,Oceania
Finland,1980,1.63,8.65,21800.0,73.7,4790000,Europe
France,1980,1.84,12.3,24500.0,74.5,53900000,Europe
Gabon,1980,5.69,117.0,21700.0,58.3,726000,Africa
Gambia,1980,6.34,232.0,1430.0,57.1,637000,Africa
Georgia,1980,2.31,59.3,7790.0,69.4,5020000,Europe
Germany,1980,1.47,15.0,28000.0,73.2,78300000,Europe
Ghana,1980,6.54,166.0,1990.0,58.0,11100000,Africa
Greece,1980,2.27,19.5,18100.0,77.6,9630000,Europe
Grenada,1980,4.25,34.6,4440.0,68.8,89000,North America
Guatemala,1980,6.34,122.0,6240.0,57.4,7280000,North America
Guinea,1980,6.53,284.0,1290.0,48.0,4870000,Africa
Guinea-Bissau,1980,6.49,258.0,1470.0,46.1,782000,Africa
Guyana,1980,3.82,70.1,3850.0,64.5,780000,South America
Haiti,1980,6.06,189.0,2770.0,50.7,5640000,North America
Honduras,1980,6.31,94.8,3660.0,65.7,3680000,North America
Hungary,1980,2.04,23.9,16300.0,69.2,10800000,Europe
Iceland,1980,2.31,9.7,24600.0,76.5,228000,Europe
India,1980,4.83,168.0,1330.0,55.0,699000000,Asia
Indonesia,1980,4.43,121.0,3390.0,59.5,147000000,Asia
Iran,1980,6.48,107.0,12900.0,66.4,38700000,Asia
Iraq,1980,6.57,72.4,34900.0,61.0,13700000,Asia
Ireland,1980,3.0,14.3,16200.0,72.6,3380000,Europe
Israel,1980,3.28,18.0,17100.0,75.2,3700000,Asia
Italy,1980,1.69,16.1,24800.0,74.2,56300000,Europe
Jamaica,1980,3.73,40.9,6040.0,72.2,2160000,North America
Japan,1980,1.78,9.89,21600.0,76.6,118000000,Asia
Jordan,1980,7.26,55.3,8020.0,66.1,2380000,Asia
Kazakhstan,1980,3.11,69.9,13100.0,66.7,14800000,Asia
Kenya,1980,7.46,111.0,2280.0,62.1,16400000,Africa
Kiribati,1980,5.07,121.0,2290.0,59.1,59300,Oceania
"Korea, North",1980,2.77,43.2,2320.0,71.0,17500000,Asia
"Korea, South",1980,2.54,35.8,5560.0,67.7,38000000,Asia
Kuwait,1980,5.32,36.0,86600.0,71.3,1370000,Asia
Kyrgyzstan,1980,4.37,99.3,3940.0,64.2,3610000,Asia
Laos,1980,6.28,205.0,1220.0,47.4,3260000,Asia
Latvia,1980,1.94,20.7,12400.0,69.2,2520000,Europe
Lebanon,1980,4.0,49.9,8660.0,54.0,2590000,Asia
Lesotho,1980,5.59,124.0,1060.0,58.7,1340000,Africa
Liberia,1980,6.97,243.0,1320.0,50.6,1850000,Africa
Libya,1980,7.22,70.6,41000.0,70.4,3220000,Africa
Liechtenstein,1980,,23.4,,,25900,Europe
Lithuania,1980,2.06,20.5,13800.0,70.7,3430000,Europe
Luxembourg,1980,1.46,13.4,33800.0,72.9,364000,Europe
Macedonia,1980,2.49,60.1,10600.0,70.7,1920000,Europe
Madagascar,1980,6.73,174.0,2180.0,54.7,8720000,Africa
Malawi,1980,7.64,253.0,889.0,49.3,6250000,Africa
Malaysia,1980,4.07,30.3,7280.0,68.6,13800000,Asia
Maldives,1980,7.08,150.0,3240.0,50.3,158000,Asia
Mali,1980,7.15,297.0,1160.0,44.8,7090000,Africa
Malta,1980,2.03,16.9,10200.0,72.3,331000,Europe
Marshall Islands,1980,,65.3,2100.0,62.3,30600,Oceania
Mauritania,1980,6.46,164.0,2940.0,56.8,1540000,Africa
Mauritius,1980,2.67,40.3,4670.0,66.7,966000,Africa
Mexico,1980,4.84,73.1,13200.0,66.6,67800000,North America
Micronesia,1980,6.22,58.1,2390.0,62.0,72900,Oceania
Moldova,1980,2.48,50.3,6890.0,65.7,4010000,Europe
Monaco,1980,,9.72,35800.0,,26800,Europe
Mongolia,1980,6.21,161.0,4070.0,57.8,1690000,Asia
Montenegro,1980,2.24,29.9,21300.0,73.4,581000,Europe
Morocco,1980,5.68,132.0,3530.0,60.5,20000000,Africa
Mozambique,1980,6.46,263.0,405.0,49.9,11600000,Africa
Namibia,1980,6.45,102.0,6950.0,59.5,1060000,Africa
Nauru,1980,,78.0,41900.0,,7750,Oceania
Nepal,1980,5.73,208.0,978.0,53.0,15000000,Asia
Netherlands,1980,1.6,10.9,27200.0,75.8,14100000,Europe
New Zealand,1980,2.15,15.6,21200.0,72.9,3150000,Oceania
Nicaragua,1980,6.13,108.0,4610.0,66.0,3270000,North America
Niger,1980,7.84,320.0,1300.0,43.4,5990000,Africa
Nigeria,1980,6.78,213.0,3760.0,55.3,73400000,Africa
Norway,1980,1.72,10.1,38400.0,75.5,4090000,Europe
Oman,1980,8.3,111.0,22200.0,60.9,1150000,Asia
Pakistan,1980,6.54,164.0,2250.0,59.6,78100000,Asia
Palau,1980,,40.8,17200.0,,12200,Oceania
Panama,1980,3.88,43.4,7460.0,74.5,1980000,North America
Papua New Guinea,1980,5.69,108.0,2270.0,53.8,3570000,Oceania
Paraguay,1980,5.17,65.2,7000.0,71.9,3180000,South America
Peru,1980,5.02,126.0,7360.0,64.6,17500000,South America
Philippines,1980,5.18,79.4,4380.0,65.5,47400000,Asia
Poland,1980,2.28,23.9,11400.0,70.7,35500000,Europe
Portugal,1980,2.29,27.5,14600.0,71.5,9750000,Europe
Qatar,1980,5.81,36.1,138000.0,67.4,224000,Asia
Romania,1980,2.4,35.9,11000.0,69.7,22600000,Europe
Russian Federation,1980,1.86,27.6,20100.0,67.6,138000000,Asia
Rwanda,1980,8.46,219.0,1020.0,50.2,5150000,Africa
Saint Kitts and Nevis,1980,,50.2,8460.0,,43200,North America
Saint Lucia,1980,4.7,31.4,5270.0,67.6,118000,North America
Saint Vincent and the Grenadines,1980,3.99,53.3,3550.0,69.3,101000,North America
Samoa,1980,6.2,52.8,3880.0,69.2,156000,Oceania
San Marino,1980,,22.0,39900.0,,21500,Europe
Sao Tome and Principe,1980,6.39,90.9,3120.0,63.0,95800,Africa
Saudi Arabia,1980,7.21,94.3,63000.0,70.7,9690000,Asia
Senegal,1980,7.31,204.0,2170.0,53.1,5580000,Africa
Serbia,1980,2.35,42.1,16700.0,70.0,8910000,Europe
Seychelles,1980,3.85,30.5,11000.0,71.6,66200,Africa
Sierra Leone,1980,6.69,286.0,1340.0,47.7,3390000,Africa
Singapore,1980,1.82,14.7,19700.0,72.2,2410000,Asia
Slovakia,1980,2.37,24.4,13000.0,70.5,5000000,Europe
Slovenia,1980,2.06,18.2,21200.0,70.8,1840000,Europe
Solomon Islands,1980,6.75,53.2,1340.0,58.9,231000,Oceania
Somalia,1980,7.01,205.0,837.0,50.2,6280000,Africa
South Africa,1980,4.84,92.0,11000.0,60.5,28600000,Africa
South Sudan,1980,6.85,294.0,2490.0,50.8,4500000,Africa
Spain,1980,2.22,14.9,17100.0,75.3,37700000,Europe
Sri Lanka,1980,3.41,50.0,2700.0,67.1,15000000,Asia
Sudan,1980,6.8,146.0,2170.0,54.9,14500000,Africa
Suriname,1980,3.92,61.6,10200.0,64.8,360000,South America
Swaziland,1980,6.65,115.0,4350.0,57.6,588000,Africa
Sweden,1980,1.68,8.45,25900.0,76.0,8320000,Europe
Switzerland,1980,1.51,10.4,42700.0,76.0,6280000,Europe
Syria,1980,7.09,60.6,4820.0,67.8,8930000,Asia
Tajikistan,1980,5.69,129.0,4710.0,63.7,3910000,Asia
Tanzania,1980,6.65,178.0,1680.0,55.8,18500000,Africa
Thailand,1980,3.39,60.6,3630.0,66.5,47400000,Asia
Togo,1980,7.21,177.0,1710.0,56.1,2720000,Africa
Tonga,1980,5.55,29.6,2330.0,68.2,93000,Oceania
Trinidad and Tobago,1980,3.28,39.5,15000.0,68.9,1080000,North America
Tunisia,1980,5.24,95.5,4940.0,66.3,6370000,Africa
Turkey,1980,4.41,129.0,7870.0,62.8,44000000,Asia
Turkmenistan,1980,5.17,123.0,9340.0,63.4,2880000,Asia
Tuvalu,1980,,65.4,2580.0,,7630,Oceania
US,1980,1.82,15.0,29500.0,74.1,229000000,North America
Uganda,1980,7.1,215.0,800.0,47.8,12400000,Africa
Ukraine,1980,1.99,27.0,10100.0,69.1,50000000,Europe
United Arab Emirates,1980,5.51,35.4,179000.0,69.3,1020000,Asia
United Kingdom,1980,1.73,14.1,20700.0,73.6,56200000,Europe
Uruguay,1980,2.73,39.7,10200.0,70.4,2920000,South America
Uzbekistan,1980,5.11,117.0,4050.0,67.4,15900000,Asia
Vanuatu,1980,5.58,68.7,1990.0,61.0,116000,Oceania
Venezuela,1980,4.2,43.9,18100.0,69.4,15200000,South America
Vietnam,1980,5.05,68.2,1090.0,65.1,54300000,Asia
Yemen,1980,8.75,208.0,3510.0,53.1,7940000,Asia
Zambia,1980,7.09,156.0,2670.0,56.0,5850000,Africa
Zimbabwe,1980,7.1,107.0,2510.0,59.7,7410000,Africa
Afghanistan,1981,7.45,238.0,2260.0,44.9,13200000,Asia
Albania,1981,3.53,74.5,4210.0,71.8,2740000,Europe
Algeria,1981,6.62,134.0,11100.0,64.0,19800000,Africa
Andorra,1981,,16.2,30800.0,78.3,37500,Europe
Angola,1981,7.47,236.0,4930.0,47.7,8640000,Africa
Antigua and Barbuda,1981,2.1,43.6,9060.0,71.6,61800,North America
Argentina,1981,3.27,39.4,13400.0,70.4,28300000,South America
Armenia,1981,2.37,70.1,4090.0,69.8,3150000,Europe
Australia,1981,1.92,12.6,25100.0,74.7,14800000,Oceania
Austria,1981,1.67,15.5,25000.0,73.1,7600000,Europe
Azerbaijan,1981,3.41,110.0,9050.0,66.6,6250000,Europe
Bahamas,1981,2.99,29.1,24600.0,68.9,215000,North America
Bahrain,1981,4.8,30.4,37100.0,71.7,374000,Asia
Bangladesh,1981,6.22,194.0,1150.0,54.2,81800000,Asia
Barbados,1981,1.96,25.6,12100.0,73.2,253000,North America
Belarus,1981,2.08,20.2,7340.0,71.0,9640000,Europe
Belgium,1981,1.61,13.9,24800.0,73.5,9880000,Europe
Belize,1981,5.68,61.9,4060.0,69.8,148000,North America
